"arrival_time" "burst_time" "duration" "io_time"
"1" 6.34904104745366 3.09939926373951 20.2290219530901 3.25444747843252
"2" 5.33805104606051 3.04022062793555 13.4328441276149 1.89340925097802
"3" 9.63309832853961 1.67994998380023 17.5174237112016 2.71333122103907
"4" 4.32687712414038 2.28723808361193 15.1103740294569 1.829348352578001
"5" 4.93392560675822 2.7360721188216 8.0120422103044 0.921552644820939
"6" 7.16273809832804 2.61621236253036 11.5759817420159 1.51890999114474
"7" 2.84068165470782 2.89733017706363 15.6931348055476 3.2379160630527
"8" 7.35699888661292 4.25055754296386 26.3625963695194 1.56801448794222
"9" 2.68059212660033 1.50880276853165 19.4914432456695 2.4209746328898
"10" 6.39969240224965 3.56294859078019 11.0194322550773 1.99698027819337
"11" 2.3093074757234 2.5875224724539 21.5169029403503 0.843303995404263
"12" 6.76607363257266 3.95938945904856 14.5956483172943 0.63007335177545
"13" 4.79142454403928 2.41337324492014 6.82850410921215 3.03460994791653
"14" 5.46823411588882 3.88853827992598 16.7618066896138 1.58294527682075
"15" 2.3304988436517 4.38131468993077 8.81381939019517 -0.00796762690922481
